OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,AZ014-340018109274801,A-07-27 14BDA2,Spring,,15020001,,,,,34.00504779000000,-109.4639792000000,24000,5,seconds,Interpolated from MAP.,NAD83,8450,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340041112443101,B-08-05 26ABD,Well,,15070103,,,,,34.01141820000000,-112.7426782000000,24000,5,seconds,Interpolated from MAP.,NAD83,2115.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340217112464701,B-08-05 16ACB,Well,,15070103,,,,,34.03808415000000,-112.7804570000000,24000,5,seconds,Interpolated from MAP.,NAD83,2490.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340301112403101,B-08-04 09ACC,Well,,15070103,,,,,34.05030715000000,-112.6760099000000,24000,5,seconds,Interpolated from MAP.,NAD83,2301.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340435112073501,A-09-02 35CAB4,Well,,15070102,,,,,34.07642216000000,-112.1271029000000,24000,5,seconds,Interpolated from MAP.,NAD83,2035.0,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340612112494801,B-09-06 24DCA,Well,,15070103,,,,,34.10336046000000,-112.8307365000000,24000,5,seconds,Interpolated from MAP.,NAD83,2795.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340613109182201,A-08-29 08ACC,Well,,15020001,,,,,34.10357480000000,-109.3066699000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7102.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,20010519,485,ft,540,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340623109181601,A-08-29 08ACA2,Well,,15020001,,,,,34.10643587000000,-109.3050865000000,24000,5,seconds,Interpolated from MAP.,NAD83,7105.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340624109181601,A-08-29 08ACA1,Well,,15020001,,,,,34.10671365000000,-109.3050865000000,24000,5,seconds,Interpolated from MAP.,NAD83,7108.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,220,ft,220,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340721112494501,B-09-06 13ACD,Well,,15070103,,,,,34.12252680000000,-112.8299032000000,24000,1,seconds,Interpolated from MAP.,NAD83,2790.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340949112261301,B-10-02 35DBA,Well,,15070103,,,,,34.16364094000000,-112.4376694000000,24000,5,seconds,Interpolated from MAP.,NAD83,4658.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-340950112434901,B-10-05 36CAB,Well,,15070103,,,,,34.16391594000000,-112.7310113000000,24000,5,seconds,Interpolated from MAP.,NAD83,3460.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341154112495101,B-10-06 24ABC,Well,,15070103,,,,,34.19835890000000,-112.8315702000000,24000,5,seconds,Interpolated from MAP.,NAD83,3120.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341247112452001,B-10-05 15AAD,Well,,15030203,,,,,34.21319270000000,-112.7563454000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4852.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,150,ft,150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341324112503301,B-10-06 11DAA,Well,,15070103,,,,,34.22335840000000,-112.8432374000000,24000,5,seconds,Interpolated from MAP.,NAD83,3260.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341516109412401,A-10-25 22BBD2,Well,,15020002,,,,,34.25448739000000,-109.6906556000000,24000,5,seconds,Interpolated from MAP.,NAD83,6930.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19910715,340,ft,340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341703112115001,A-11-02 31CCB,Well,,15070102,,,,,34.28419645000000,-112.1979387000000,24000,5,seconds,Interpolated from MAP.,NAD83,3245.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-341719112393001,B-11-04 15DCD,Well,,15030203,,,,,34.28863720000000,-112.6590647000000,24000,5,seconds,Interpolated from MAP.,NAD83,4760.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,200,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342038112371801,B-12-04 36AAC  UNSURV,Well,,15070103,,,,,34.34391480000000,-112.6223968000000,24000,5,seconds,Interpolated from MAP.,NAD83,4288.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342048111572501,A-11-04 08DBA,Well,,15070102,,,,,34.34669595000000,-111.9576534000000,24000,5,seconds,Interpolated from MAP.,NAD83,4040.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342117112363701,B-12-03 30BDD,Well,,15070103,,,,,34.35474810000000,-112.6110075000000,24000,5,seconds,Interpolated from MAP.,NAD83,4380.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342315112125701,A-12-01 25CCC,Well,,15070102,,,,,34.38752780000000,-112.2165505000000,24000,5,seconds,Interpolated from MAP.,NAD83,4220.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,445,ft,445,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342322112130001,A-12-01 26DAD2,Well,,15070102,,,,,34.38947220000000,-112.2173839000000,24000,5,seconds,Interpolated from MAP.,NAD83,4240.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19881031,335,ft,335,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342501109365801,A-12-26 29BAB,Well,,15020002,,,,,34.41698197000000,-109.6167715000000,24000,5,seconds,Interpolated from MAP.,NAD83,6370.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19840628,80,ft,80,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342557112041303,A-12-03 08CAC3,Well,,15070102,,,,,34.43252756000000,-112.0709904000000,24000,5,seconds,Interpolated from MAP.,NAD83,3870.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,Basin and Range basin-fill aquifers,,Unconfined single aquifer,,175,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342722112225901,B-12H01 20ACD,Well,,15070102,,,,,34.45613676000000,-112.3837778000000,24000,5,seconds,Interpolated from MAP.,NAD83,6410.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,304,ft,304,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-342823109362901,A-12-26 05ADA,Well,,15020002,,,,,34.47309107000000,-109.6087181000000,24000,5,seconds,Interpolated from MAP.,NAD83,5965.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19720726,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343020111591301,A-13-03 14DBD,Well,,15070102,,,,,34.50558210000000,-111.9876547000000,24000,5,seconds,Interpolated from MAP.,NAD83,4565.0,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343043112055101,A-13-02 14ABC,Well,,15070102,,,,,34.51197050000000,-112.0982137000000,24000,5,seconds,Interpolated from MAP.,NAD83,4315.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343045112090101,A-13-02 17ABD,Well,,15070102,,,,,34.51252584000000,-112.1509931000000,24000,5,seconds,Interpolated from MAP.,NAD83,4545.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343053111462501,A-13-05 13DBC3,Well,,15060203,,,,,34.51474778000000,-111.7743144000000,24000,5,seconds,Interpolated from MAP.,NAD83,3245.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19880204,180,ft,180,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343054112061101,A-13-02 14BAB,Well,,15070102,,,,,34.51502599000000,-112.1037695000000,24000,5,seconds,Interpolated from MAP.,NAD83,4340.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343100111460501,A-13-05 13DAA,Well,,15060203,,,,,34.51669216000000,-111.7687588000000,24000,5,seconds,Interpolated from MAP.,NAD83,3238.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,150,ft,150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343122111350402,A-13-07 14BAB2,Well,,15060203,,,,,34.52280315000000,-111.5857004000000,24000,5,seconds,Interpolated from MAP.,NAD83,5950.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343122111480801,A-13-05 15AAD2,Well,,15060203,,,,,34.52280325000000,-111.8029266000000,24000,5,seconds,Interpolated from MAP.,NAD83,3100.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,42,ft,42,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343133109371701,A-13-26 18DBC,Well,,15020002,,,,,34.52586787000000,-109.6220526000000,24000,5,seconds,Interpolated from MAP.,NAD83,5773.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343231109362401,A-13-26 08CAB,Well,,15020002,,,,,34.54197854000000,-109.6078860000000,24000,5,seconds,Interpolated from MAP.,NAD83,5742.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,587,ft,587,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343241112091101,A-13-02 05BAA,Well,,15070102,,,,,34.54474756000000,-112.1537713000000,24000,5,seconds,Interpolated from MAP.,NAD83,4900.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343313111495701,A-13-05 04BBA,Well,,15060203,,,,,34.55363594000000,-111.8332059000000,24000,5,seconds,Interpolated from MAP.,NAD83,3183.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,205,ft,205,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343321109242301,D-13-28 06DDC2,Well,,15020002,,,,,34.55586808000000,-109.4070467000000,24000,5,seconds,Interpolated from MAP.,NAD83,5657.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19920415,460,ft,460,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343356112403801,B-14-04 10CCB,Spring,,15030203,,,,,34.56557946000000,-112.6779540000000,24000,5,seconds,Interpolated from MAP.,NAD83,4600,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343446112193701,B-14-01 23ADC,Well,,15070102,,,,,34.57946897000000,-112.3276656000000,24000,5,seconds,Interpolated from MAP.,NAD83,4960.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19861204,215,ft,215,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343456109394201,A-14-25W25CBB  UNSURV,Well,,15020002,,,,,34.58225665000000,-109.6623307000000,24000,5,seconds,Interpolated from MAP.,NAD83,5590.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19910308,260,ft,260,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343457109433901,A-14-25 29CAA  UNSURV,Well,,15020002,,,,,34.58253540000000,-109.7281645000000,24000,5,seconds,Interpolated from MAP.,NAD83,5535.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19910820,425,ft,425,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343642111514901,A-14-05 18BAA,Well,,15060202,,,,,34.61169018000000,-111.8643189000000,24000,5,seconds,Interpolated from MAP.,NAD83,3280.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,305,ft,305,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343706109441001,A-14-25 18AAB  UNSURV,Well,,15020002,,,,,34.61836818000000,-109.7367759000000,24000,5,seconds,Interpolated from MAP.,NAD83,5452.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,19910930,440,ft,440,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343733111425801,A-14-06 09AAB,Well,,15060202,,,,,34.62585619000000,-111.7168158000000,24000,5,seconds,Interpolated from MAP.,NAD83,3922.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343746112014501,A-14-03 04AAD,Well,,15060202,,,,,34.62946807000000,-112.0298790000000,24000,5,seconds,Interpolated from MAP.,NAD83,4480.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343825109421501,A-14-25 04CAB  UNSURV,Well,,15020002,,,,,34.64031184000000,-109.7048314000000,24000,5,seconds,Interpolated from MAP.,NAD83,5426.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,250,ft,250,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-343857109392901,A-14-25 01BBA1 UNSURV,Well,,15020004,,,,,34.64920007000000,-109.6587199000000,24000,5,seconds,Interpolated from MAP.,NAD83,5415.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,195007,360,ft,360,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344118111572301,A-15-04 19AAA2,Well,,15060202,,,,,34.68835526000000,-111.9570998000000,24000,5,seconds,Interpolated from MAP.,NAD83,3277.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344148111575601,A-15-04 18BDD2,Well,,15060202,,,,,34.69668840000000,-111.9662667000000,24000,5,seconds,Interpolated from MAP.,NAD83,3270.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344152111592301,A-15-03 13BCB,Well,,15060202,,,,,34.69788290000000,-111.9899894000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3423,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,025,Basin and Range carbonate-rock aquifers,,,19820303,340,ft,520,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344158112384201,B-15H04 26DAA,Well,,15060201,,,,,34.69974480000000,-112.6457310000000,24000,5,seconds,Interpolated from MAP.,NAD83,4796.0,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,350,ft,350,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344213111591101,A-15-03 12CDC,Well,,15060202,,,,,34.70363275000000,-111.9871005000000,24000,5,seconds,Interpolated from MAP.,NAD83,3325.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19880217,700,ft,700,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344258111595501,A-15-03 11ABB,Well,,15060202,,,,,34.71621580000000,-111.9983508000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3320.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344305111550201,A-15-04 03CCD,Well,,15060202,,,,,34.71807660000000,-111.9179326000000,24000,5,seconds,Interpolated from MAP.,NAD83,3290.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344324112070301,A-16-02 34ADC,Spring,,15060202,,,,,34.72335560000000,-112.1182159000000,24000,5,seconds,Interpolated from MAP.,NAD83,5755.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344528112020801,A-16-03 28BDA,Well,,15060202,,,,,34.75779855000000,-112.0362690000000,24000,5,seconds,Interpolated from MAP.,NAD83,3405.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344612112392501,B-16-04 14BDC-AZ014,Well,,15060201,,,,,34.77002160000000,-112.6576760000000,24000,10,seconds,Interpolated from MAP.,NAD83,4612.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344627112362501,B-16-03 17BBD1,Well,,15060201,,,,,34.77413889000000,-112.6077500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4680,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,20020327,275,ft,275,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344648111442001,A-16-06 17CAC,Well,,15060202,,,,,34.78001920000000,-111.7395976000000,24000,5,seconds,Interpolated from MAP.,NAD83,4210.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345041112274501,B-17-02 22BCA4,Well,,15060202,,,,,34.84474316000000,-112.4632265000000,24000,5,seconds,Interpolated from MAP.,NAD83,4410.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19850807,63,ft,63,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345115112273101,B-17-02 15CAD2,Well,,15060202,,,,,34.85418740000000,-112.4593377000000,24000,5,seconds,Interpolated from MAP.,NAD83,4377.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19861112,157,ft,157,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345122112272601,B-17-02 15CAA,Well,,15060202,,,,,34.85613180000000,-112.4579488000000,24000,5,seconds,Interpolated from MAP.,NAD83,4390.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19840620,170,ft,170,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345157112280701,B-17-02 09DDD2,Well,,15060202,,,,,34.86585380000000,-112.4693380000000,24000,5,seconds,Interpolated from MAP.,NAD83,4365.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19851107,130,ft,130,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345209112274001,B-17-02 10CAC1,Well,,15060202,,,,,34.86918710000000,-112.4623935000000,24000,5,seconds,Interpolated from MAP.,NAD83,4393.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19871015,310,ft,310,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345300112283701,B-17-02S04DBC3 [PZ1],Well,,15060201,,,,,34.88215900000000,-112.4784495000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4362.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,19890822,417,ft,602,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345321109180301,A-17-29 07ACA,Well,,15020004,,,,,34.88919787000000,-109.3014879000000,24000,5,seconds,Interpolated from MAP.,NAD83,6127.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,,,180,ft,180,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345334111535701,A-18-04 36CCB,Well,,15060202,,,,,34.89279534000000,-111.8998807000000,24000,5,seconds,Interpolated from MAP.,NAD83,4505.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345335112111301,A-18-02 31DDB,Well,,15060202,,,,,34.89307536000000,-112.1876650000000,24000,5,seconds,Interpolated from MAP.,NAD83,3820.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345347112405801,B-18-04 33DDD,Well,,15060201,,,,,34.89640776000000,-112.6835106000000,24000,5,seconds,Interpolated from MAP.,NAD83,4654.,feet,1,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,200,ft,200,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345356112120501,A-18-01 36ADD,Spring,,15060202,,,,,34.89890870000000,-112.2021100000000,24000,5,seconds,Interpolated from MAP.,NAD83,3819,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345403112294301,B-18-02 32DBB-AZ014,Well,,15060201,,,,,34.90085305000000,-112.4960057000000,24000,10,seconds,Interpolated from MAP.,NAD83,4370.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-345442112315801,B-18-03 25CDA,Well,,15060201,,,,,34.91168599000000,-112.5335068000000,24000,5,seconds,Interpolated from MAP.,NAD83,4428.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,025,,,,,334,ft,334,ft,NWIS
