sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,aluminum,aluminumRaw,aluminumIdentifier,arsenic,arsenicRaw,arsenicIdentifier,barium,bariumRaw,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
C57,CK57-Cochise-CARROT,Cochise,Root and Tuber Vegetables,2015-2016,,mg/kg,Carrot,81.3,286.29,Post-Transition Metal,0.03,0.13,Metalloid,2.94,10.34,Alkaline Earth Metal,0,0.0012,Alkaline Earth Metal,0.19,0.054,Transitional Metal,1.29,0.366,Transitional Metal,14.82,4.21,Transitional Metal,0.85,0.241,Transitional Metal,0.29,0.0824,Post-Transition Metal,99.33,28.2,Transitional Metal,9.29,2.64,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-CARROT LEAF,Cochise,Leafy,2015-2016,,mg/kg,Carrot,23.3,80.49,Post-Transition Metal,0.031,0.08,Metalloid,5.25,18.12,Alkaline Earth Metal,0.01,0.0029,Alkaline Earth Metal,0.19,0.0551,Transitional Metal,0.23,0.0667,Transitional Metal,38.56,11.2,Transitional Metal,0.23,0.0667,Transitional Metal,0.14,0.0406,Post-Transition Metal,88.69,25.7,Transitional Metal,8.24,2.39,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-ONION STEM,Cochise,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,4.99,34.86,Post-Transition Metal,0.015,0.06,Metalloid,1.41,9.82,Alkaline Earth Metal,0.01,0.00143,Alkaline Earth Metal,0.07,0.01,Transitional Metal,0.18,0.0258,Transitional Metal,55.04,7.89,Transitional Metal,0.13,0.0186,Transitional Metal,0.04,0.00573,Post-Transition Metal,137.34,19.7,Transitional Metal,8.54,1.22,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-ONION VEG,Cochise,Bulb Vegetables,2015-2016,,mg/kg,Onions,17,57.76,Post-Transition Metal,0.031,0.06,Metalloid,2.33,7.91,Alkaline Earth Metal,0,0.0012,Alkaline Earth Metal,0.1,0.0295,Transitional Metal,0.09,0.0265,Transitional Metal,18.97,5.6,Transitional Metal,0.21,0.0619,Transitional Metal,0.06,0.0177,Post-Transition Metal,70.48,20.8,Transitional Metal,3.98,1.17,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-RAD,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Radish,1.71,7.97,Post-Transition Metal,0.0407,0.19,Metalloid,0.557,2.6,Alkaline Earth Metal,0.01,0.00214,Alkaline Earth Metal,0.16,0.0343,Transitional Metal,0.03,0.013,Transitional Metal,12.31,2.64,Transitional Metal,0.06,0.0128,Transitional Metal,0.01,0.0017,Post-Transition Metal,30.77,6.59,Transitional Metal,1.91,0.409,Transitional Metal,040030002024,block_group
C57,CK57-Cochise-RAD L,Cochise,Brassica Vegetables,2015-2016,,mg/kg,Radish,33.2,53.12,Post-Transition Metal,0.475,0.76,Metalloid,6.6,10.56,Alkaline Earth Metal,0,0.0026,Alkaline Earth Metal,0.45,0.281,Transitional Metal,0.23,0.144,Transitional Metal,112.08,70,Transitional Metal,0.18,0.112,Transitional Metal,0.1,0.0625,Post-Transition Metal,42.98,26.9,Transitional Metal,4.53,2.83,Transitional Metal,040030002024,block_group
G20,GK20-Greenlee-MUSKET BEAN VEG,Greenlee,Legumes,2015-2016,,mg/kg,musket beans,1.98,3.9,Post-Transition Metal,0.054,0,Metalloid,1.17,2.3,Alkaline Earth Metal,0.01,0.00508,Alkaline Earth Metal,0.01,0.00508,Transitional Metal,0.06,0.031,Transitional Metal,16,8.12,Transitional Metal,1.09,0.553,Transitional Metal,0.03,0.0152,Post-Transition Metal,40.48,20.5,Transitional Metal,10.92,5.54,Transitional Metal,040119603003,block_group
G01,GK1-Greenlee-BROCOLLI,Greenlee,Brassica Vegetables,2015-2016,,mg/kg,Broccoli,9.03,110.29,Post-Transition Metal,0.0327,0.4,Metalloid,1.4,17.11,Alkaline Earth Metal,0.01,0.000818,Alkaline Earth Metal,0.47,0.0385,Transitional Metal,1.1,0.09,Transitional Metal,54.73,4.48,Transitional Metal,0.81,0.0663,Transitional Metal,0.12,0.00982,Post-Transition Metal,27.91,2.28,Transitional Metal,11.15,0.912,Transitional Metal,040119601002,block_group
G01,GK1-Greenlee-CUCUMBER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,10.2,168.66,Post-Transition Metal,0.0152,0.25,Metalloid,0.397,6.53,Alkaline Earth Metal,0.01,0.000608,Alkaline Earth Metal,0.15,0.00911,Transitional Metal,4.43,0.269,Transitional Metal,19.45,1.18,Transitional Metal,2.81,0.171,Transitional Metal,0.13,0.0079,Post-Transition Metal,37.92,2.3,Transitional Metal,13.09,0.795,Transitional Metal,040119601002,block_group
G01,GK1-Greenlee-PEPPER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Pepper,3.15,37.14,Post-Transition Metal,0.009,0.07,Metalloid,0.0543,0.64,Alkaline Earth Metal,0,0.00035,Alkaline Earth Metal,0.21,0.0178,Transitional Metal,0.63,0.0534,Transitional Metal,8.42,0.714,Transitional Metal,0.54,0.0458,Transitional Metal,0.34,0.0288,Post-Transition Metal,17.26,1.46,Transitional Metal,8.71,0.739,Transitional Metal,040119601002,block_group
G01,GK1-Greenlee-TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,2.21,21.95,Post-Transition Metal,0.011,0.01,Metalloid,0.157,1.56,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.33,0.0332,Transitional Metal,0.19,0.0191,Transitional Metal,8.81,0.887,Transitional Metal,0.25,0.0252,Transitional Metal,0.03,0.00302,Post-Transition Metal,22.17,2.23,Transitional Metal,8.4,0.846,Transitional Metal,040119601002,block_group
G03,GK3-Greenlee-GREEN PECANS,Greenlee,Other,2015-2016,,mg/kg,pecan,0.971,1.69,Post-Transition Metal,0.061,0.01,Metalloid,1.33,2.31,Alkaline Earth Metal,0.03,0.0172,Alkaline Earth Metal,0.01,0.00575,Transitional Metal,0.02,0.035,Transitional Metal,30.61,17.6,Transitional Metal,2.83,1.63,Transitional Metal,0,0.0045,Post-Transition Metal,48.48,27.9,Transitional Metal,15.09,8.67,Transitional Metal,040119602003,block_group
G03,GK3-Greenlee-GREEN PECANS OUTER SKIN,Greenlee,Other,2015-2016,,mg/kg,pecan,3.21,16.61,Post-Transition Metal,0.02,0.02,Metalloid,1.15,5.94,Alkaline Earth Metal,0.02,0.00386,Alkaline Earth Metal,0.03,0.00579,Transitional Metal,0.07,0.012,Transitional Metal,32.22,6.22,Transitional Metal,1.26,0.243,Transitional Metal,0.02,0.00386,Post-Transition Metal,47.32,9.14,Transitional Metal,8.24,1.59,Transitional Metal,040119602003,block_group
G03,GK3-Greenlee-GREEN PECAN SHELL,Greenlee,Other,2015-2016,,mg/kg,pecan,1.31,2.25,Post-Transition Metal,0.062,0,Metalloid,1.41,2.42,Alkaline Earth Metal,0,0.0024,Alkaline Earth Metal,0.01,0.00581,Transitional Metal,0.07,0.035,Transitional Metal,16.59,9.65,Transitional Metal,0.24,0.14,Transitional Metal,0.01,0.0045,Post-Transition Metal,12.36,7.19,Transitional Metal,5.58,3.24,Transitional Metal,040119602003,block_group
G03,GK3-Greenlee-PECANS,Greenlee,Other,2015-2016,,mg/kg,pecan,1.83,1.88,Post-Transition Metal,0.1,0,Metalloid,1.72,1.77,Alkaline Earth Metal,0.01,0.00971,Alkaline Earth Metal,0.01,0.00971,Transitional Metal,0.02,0.059,Transitional Metal,30.91,30,Transitional Metal,2.92,2.83,Transitional Metal,0.01,0.0076,Post-Transition Metal,53.51,52,Transitional Metal,10.15,9.85,Transitional Metal,040119602003,block_group
G03,GK3-Greenlee-PECAN SHELL,Greenlee,Other,2015-2016,,mg/kg,pecan,3.93,4.36,Post-Transition Metal,0.096,0,Metalloid,2.07,2.3,Alkaline Earth Metal,0.01,0.00901,Alkaline Earth Metal,0.01,0.00901,Transitional Metal,0.05,0.055,Transitional Metal,18.36,16.5,Transitional Metal,0.18,0.162,Transitional Metal,0.02,0.018,Post-Transition Metal,5.18,4.67,Transitional Metal,4.14,3.73,Transitional Metal,040119602003,block_group
G05,"GK5-Greenlee-""OKRA"" LEAVES",Greenlee,Leafy,2015-2016,,mg/kg,Okra,84.2,526.07,Post-Transition Metal,0.0368,0.23,Metalloid,5.29,33.07,Alkaline Earth Metal,0.01,0.0016,Alkaline Earth Metal,0.4,0.064,Transitional Metal,0.9,0.144,Transitional Metal,148.13,23.7,Transitional Metal,0.84,0.134,Transitional Metal,0.47,0.0752,Post-Transition Metal,72.04,11.5,Transitional Metal,8.21,1.31,Transitional Metal,040119603001,block_group
G05,GK5-Greenlee-GIANT OKRA,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Okra,0.314,2.69,Post-Transition Metal,0.012,0.01,Metalloid,1.26,10.75,Alkaline Earth Metal,0,0.00048,Alkaline Earth Metal,0.1,0.0117,Transitional Metal,0.02,0.0071,Transitional Metal,15.47,1.81,Transitional Metal,0.25,0.0292,Transitional Metal,0.01,0.00091,Post-Transition Metal,34.24,4,Transitional Metal,4.66,0.544,Transitional Metal,040119603001,block_group
G05,GK5-Greenlee-ONION,Greenlee,Bulb Vegetables,2015-2016,,mg/kg,Onions,1.71,21.63,Post-Transition Metal,0.0084,0.01,Metalloid,0.392,4.96,Alkaline Earth Metal,0.01,0.00079,Alkaline Earth Metal,0.04,0.00316,Transitional Metal,0.05,0.0048,Transitional Metal,12.09,0.955,Transitional Metal,0.31,0.0245,Transitional Metal,0.04,0.00316,Post-Transition Metal,27.67,2.19,Transitional Metal,2.65,0.209,Transitional Metal,040119603001,block_group
G05,GK5-Greenlee-ONION STEM,Greenlee,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,2.88,61.83,Post-Transition Metal,0.0049,0.05,Metalloid,0.639,13.71,Alkaline Earth Metal,0.02,0.000932,Alkaline Earth Metal,0.07,0.00326,Transitional Metal,0.09,0.00419,Transitional Metal,54.66,2.55,Transitional Metal,0.21,0.00979,Transitional Metal,0.09,0.00419,Post-Transition Metal,26,1.21,Transitional Metal,3.6,0.168,Transitional Metal,040119603001,block_group
G05,GK5-Greenlee-PEACH TREE LEAVES,Greenlee,Leafy,2015-2016,,mg/kg,peach,16,67.27,Post-Transition Metal,0.0929,0.39,Metalloid,4.56,19.15,Alkaline Earth Metal,0.01,0.00238,Alkaline Earth Metal,0.01,0.00238,Transitional Metal,0.07,0.014,Transitional Metal,82.76,19.7,Transitional Metal,0.43,0.102,Transitional Metal,0.09,0.0214,Post-Transition Metal,6.96,1.66,Transitional Metal,4.2,1,Transitional Metal,040119603001,block_group
G05,G5-Greenlee-TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.216,3.36,Post-Transition Metal,0.0068,0,Metalloid,0.045,0.7,Alkaline Earth Metal,0.01,0.000644,Alkaline Earth Metal,0.05,0.00322,Transitional Metal,0.05,0.0039,Transitional Metal,10.74,0.691,Transitional Metal,0.14,0.00901,Transitional Metal,0.01,0.0005,Post-Transition Metal,20.06,1.29,Transitional Metal,5.87,0.378,Transitional Metal,040119603001,block_group
G10,GK10-Greenlee-MIXED APPLE,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,apple,3.42,16.43,Post-Transition Metal,0.022,0.06,Metalloid,0.177,0.85,Alkaline Earth Metal,0,0.00085,Alkaline Earth Metal,0,0.00056,Transitional Metal,0.06,0.013,Transitional Metal,4.69,0.975,Transitional Metal,0.05,0.0104,Transitional Metal,0.01,0.0016,Post-Transition Metal,1.08,0.225,Transitional Metal,3.46,0.719,Transitional Metal,040119603002,block_group
G20,GK20-Greenlee-CHERRY PEPPER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Cherry Tomato,0.894,7.58,Post-Transition Metal,0.013,0.02,Metalloid,0.16,1.36,Alkaline Earth Metal,0.01,0.00118,Alkaline Earth Metal,0.09,0.0106,Transitional Metal,0.1,0.0118,Transitional Metal,10.84,1.28,Transitional Metal,0.26,0.0307,Transitional Metal,0.05,0.0059,Post-Transition Metal,17.43,2.06,Transitional Metal,10.61,1.25,Transitional Metal,040119603003,block_group
G20,GK20-Greenlee-SNAP PEAS,Greenlee,Legumes,2015-2016,,mg/kg,snap peas,1.41,6.29,Post-Transition Metal,0.024,0.06,Metalloid,0.535,2.39,Alkaline Earth Metal,0,0.00092,Alkaline Earth Metal,0.01,0.00224,Transitional Metal,0.21,0.047,Transitional Metal,12.55,2.81,Transitional Metal,1.03,0.23,Transitional Metal,0.07,0.0157,Post-Transition Metal,56.03,12.5,Transitional Metal,6.15,1.38,Transitional Metal,040119603003,block_group
G20,GK20-Greenlee-STRAWBERRY,Greenlee,Berries and Other Small Fruits,2015-2016,,mg/kg,strawberry,0.0779,22.05,Post-Transition Metal,0.00037,0.04,Metalloid,0.0306,8.67,Alkaline Earth Metal,0,0.000014,Alkaline Earth Metal,0.01,0.0000353,Transitional Metal,0.54,0.00191,Transitional Metal,19.73,0.0697,Transitional Metal,0.17,0.0006,Transitional Metal,0.12,0.000424,Post-Transition Metal,14.97,0.0529,Transitional Metal,7.87,0.0278,Transitional Metal,040119603003,block_group
G20,GK20-Greenlee-TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,0.697,8.84,Post-Transition Metal,0.0084,0,Metalloid,0.0623,0.79,Alkaline Earth Metal,0.01,0.000788,Alkaline Earth Metal,0.12,0.00946,Transitional Metal,0.2,0.0158,Transitional Metal,10.31,0.812,Transitional Metal,0.14,0.011,Transitional Metal,0.02,0.00158,Post-Transition Metal,26.81,2.11,Transitional Metal,8.82,0.695,Transitional Metal,040119603003,block_group
G21,GK21-Greenlee-BROCOLLI,Greenlee,Brassica Vegetables,2015-2016,,mg/kg,Broccoli,3.23,28.32,Post-Transition Metal,0.012,0.12,Metalloid,1.06,9.31,Alkaline Earth Metal,0,0.00047,Alkaline Earth Metal,0.13,0.0148,Transitional Metal,0.24,0.0274,Transitional Metal,48.07,5.48,Transitional Metal,0.73,0.0832,Transitional Metal,0.04,0.00456,Post-Transition Metal,46.29,5.28,Transitional Metal,3.16,0.36,Transitional Metal,040119602003,block_group
G21,GK21-Greenlee-ROSEMARY,Greenlee,Herbs,2015-2016,,mg/kg,Rosemary,69.6,194.79,Post-Transition Metal,0.0607,0.17,Metalloid,3.18,8.89,Alkaline Earth Metal,0,0.0015,Alkaline Earth Metal,0.01,0.00357,Transitional Metal,0.31,0.111,Transitional Metal,27.1,9.68,Transitional Metal,0.28,0.1,Transitional Metal,0.24,0.0857,Post-Transition Metal,28.68,10.2,Transitional Metal,10.33,3.69,Transitional Metal,040119602003,block_group
G21,GK21-Greenlee-SAGE,Greenlee,Herbs,2015-2016,,mg/kg,sage,204,1406.71,Post-Transition Metal,0.0637,0.44,Metalloid,5.51,38.08,Alkaline Earth Metal,0.05,0.00724,Alkaline Earth Metal,0.04,0.00579,Transitional Metal,7.59,1.1,Transitional Metal,53.34,7.72,Transitional Metal,4.51,0.653,Transitional Metal,1.17,0.169,Post-Transition Metal,38.6,5.59,Transitional Metal,12.04,1.74,Transitional Metal,040119602003,block_group
G21,GK21-Greenlee-THYME,Greenlee,Herbs,2015-2016,,mg/kg,Thyme,138,721.06,Post-Transition Metal,0.0516,0.27,Metalloid,5.93,30.99,Alkaline Earth Metal,0.01,0.00191,Alkaline Earth Metal,0.04,0.00765,Transitional Metal,1.35,0.258,Transitional Metal,43.75,8.37,Transitional Metal,0.85,0.163,Transitional Metal,0.78,0.149,Post-Transition Metal,51.11,9.77,Transitional Metal,10.14,1.94,Transitional Metal,040119602003,block_group
G22,GK22-Greenlee-CARROTS,Greenlee,Root and Tuber Vegetables,2015-2016,,mg/kg,Carrot,35.6,272,Post-Transition Metal,0.0301,0.23,Metalloid,2.69,20.54,Alkaline Earth Metal,0.02,0.00262,Alkaline Earth Metal,0.16,0.0209,Transitional Metal,0.86,0.113,Transitional Metal,20.98,2.75,Transitional Metal,1.07,0.14,Transitional Metal,0.15,0.0196,Post-Transition Metal,31.96,4.18,Transitional Metal,9.23,1.21,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-CARROT L,Greenlee,Leafy,2015-2016,,mg/kg,Carrot,40.7,246.86,Post-Transition Metal,0.018,0.14,Metalloid,6.56,39.73,Alkaline Earth Metal,0.02,0.0033,Alkaline Earth Metal,0.16,0.0264,Transitional Metal,0.48,0.0792,Transitional Metal,62.22,10.3,Transitional Metal,0.7,0.116,Transitional Metal,0.23,0.038,Post-Transition Metal,37.83,6.24,Transitional Metal,8.85,1.46,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-MIXED HEIRLOOM BEETS,Greenlee,Root and Tuber Vegetables,2015-2016,,mg/kg,beets ,67.2,262.75,Post-Transition Metal,0.027,0.06,Metalloid,1.1,4.3,Alkaline Earth Metal,0.01,0.00256,Alkaline Earth Metal,0.08,0.0205,Transitional Metal,0.58,0.148,Transitional Metal,57.27,14.6,Transitional Metal,0.52,0.133,Transitional Metal,0.31,0.0793,Post-Transition Metal,21.56,5.51,Transitional Metal,7.73,1.98,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-MIXED HEIRLOOM BEET LEAF,Greenlee,Root and Tuber Vegetables,2015-2016,,mg/kg,beets ,91,618.13,Post-Transition Metal,0.016,0.11,Metalloid,1.29,8.74,Alkaline Earth Metal,0.06,0.00884,Alkaline Earth Metal,0.13,0.0191,Transitional Metal,0.66,0.0972,Transitional Metal,125.9,18.5,Transitional Metal,0.78,0.115,Transitional Metal,0.19,0.028,Post-Transition Metal,20.53,3.02,Transitional Metal,7.13,1.05,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-SCALLIONS (ONION),Greenlee,Bulb Vegetables,2015-2016,,mg/kg,scallion,12.6,68.49,Post-Transition Metal,0.02,0.07,Metalloid,2.23,12.11,Alkaline Earth Metal,0.01,0.00185,Alkaline Earth Metal,0.08,0.0148,Transitional Metal,0.08,0.011,Transitional Metal,14.52,2.68,Transitional Metal,0.54,0.0996,Transitional Metal,0.11,0.0203,Post-Transition Metal,26.42,4.87,Transitional Metal,3.69,0.681,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-SCALLION STEM,Greenlee,Bulb Vegetables,2015-2016,,mg/kg,scallion,17.9,167.1,Post-Transition Metal,0.0171,0.16,Metalloid,2.52,23.56,Alkaline Earth Metal,0.02,0.00214,Alkaline Earth Metal,0.07,0.00749,Transitional Metal,0.25,0.0268,Transitional Metal,65.16,6.98,Transitional Metal,0.7,0.0749,Transitional Metal,0.13,0.0139,Post-Transition Metal,46.79,5.01,Transitional Metal,6.43,0.688,Transitional Metal,040119603002,block_group
G22,GK22-Greenlee-SCALLOP SQUASH,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,0.239,3.02,Post-Transition Metal,0.0084,0.11,Metalloid,0.425,5.37,Alkaline Earth Metal,0,0.00032,Alkaline Earth Metal,0.01,0.000792,Transitional Metal,0.03,0.0048,Transitional Metal,13.45,1.06,Transitional Metal,0.65,0.0515,Transitional Metal,0.02,0.00158,Post-Transition Metal,30.47,2.41,Transitional Metal,8.8,0.697,Transitional Metal,040119603002,block_group
G26,GK26-Greenlee-ASPARAGUS,Greenlee,Stalk and Stem Vegetables,2015-2016,,mg/kg,asparagus,1.76,23.99,Post-Transition Metal,0.0078,0.04,Metalloid,0.0441,0.6,Alkaline Earth Metal,0,0.0003,Alkaline Earth Metal,0.01,0.000734,Transitional Metal,0.09,0.00661,Transitional Metal,18.23,1.34,Transitional Metal,3.29,0.242,Transitional Metal,0.03,0.0022,Post-Transition Metal,61.93,4.55,Transitional Metal,15.12,1.11,Transitional Metal,040119603002,block_group
G26,"GK26-Greenlee-BEETS ""FOR SEEDS""",Greenlee,Root and Tuber Vegetables,2015-2016,,mg/kg,beets ,21.3,115.01,Post-Transition Metal,0.02,0.06,Metalloid,1.87,10.09,Alkaline Earth Metal,0.01,0.00186,Alkaline Earth Metal,0.07,0.013,Transitional Metal,0.57,0.106,Transitional Metal,57.41,10.7,Transitional Metal,0.41,0.0761,Transitional Metal,0.07,0.013,Post-Transition Metal,23.71,4.4,Transitional Metal,5.88,1.09,Transitional Metal,040119603002,block_group
G26,GK26-Greenlee-BEETS LEAF,Greenlee,Leafy,2015-2016,,mg/kg,beets ,34.5,186.15,Post-Transition Metal,0.02,0.06,Metalloid,3.13,16.89,Alkaline Earth Metal,0,0.00076,Alkaline Earth Metal,0.1,0.0186,Transitional Metal,0.33,0.0612,Transitional Metal,84.94,15.8,Transitional Metal,0.26,0.0482,Transitional Metal,0.32,0.0594,Post-Transition Metal,19.49,3.62,Transitional Metal,6.5,1.21,Transitional Metal,040119603002,block_group
G26,GK26-Greenlee-BEETS STEMS,Greenlee,Leafy,2015-2016,,mg/kg,beets ,3.6,57.14,Post-Transition Metal,0.0067,0.02,Metalloid,0.889,14.13,Alkaline Earth Metal,0.01,0.000629,Alkaline Earth Metal,0.13,0.00818,Transitional Metal,0.11,0.00692,Transitional Metal,53.88,3.39,Transitional Metal,0.13,0.00818,Transitional Metal,0.03,0.00189,Post-Transition Metal,11.36,0.715,Transitional Metal,4.39,0.276,Transitional Metal,040119603002,block_group
G26,GK26-Greenlee-MINT,Greenlee,Mint,2015-2016,,mg/kg,Mint,31.5,130.4,Post-Transition Metal,0.026,0.08,Metalloid,9.11,37.71,Alkaline Earth Metal,0,0.00099,Alkaline Earth Metal,0.01,0.00242,Transitional Metal,0.18,0.0435,Transitional Metal,97.33,23.5,Transitional Metal,0.23,0.0556,Transitional Metal,0.16,0.0386,Post-Transition Metal,35.38,8.55,Transitional Metal,8.15,1.97,Transitional Metal,040119603002,block_group
G26,"GK26-Greenlee-ONION ""FOR SEED""",Greenlee,Bulb Vegetables,2015-2016,,mg/kg,Onions,331,887.34,Post-Transition Metal,0.056,0.15,Metalloid,7.66,20.53,Alkaline Earth Metal,0.03,0.0112,Alkaline Earth Metal,0.06,0.0224,Transitional Metal,0.75,0.28,Transitional Metal,32.1,12,Transitional Metal,1.01,0.377,Transitional Metal,0.2,0.0746,Post-Transition Metal,64.71,24.1,Transitional Metal,6.16,2.3,Transitional Metal,040119603002,block_group
G26,GK26-Greenlee-ONION STEM,Greenlee,Stalk and Stem Vegetables,2015-2016,,mg/kg,Onions,31.5,198.59,Post-Transition Metal,0.0317,0.2,Metalloid,3.24,20.41,Alkaline Earth Metal,0.01,0.00159,Alkaline Earth Metal,0.05,0.00794,Transitional Metal,0.41,0.0651,Transitional Metal,35.3,5.6,Transitional Metal,0.38,0.0603,Transitional Metal,0.1,0.0159,Post-Transition Metal,49.07,7.79,Transitional Metal,2.41,0.383,Transitional Metal,040119603002,block_group
G31,GK31-Greenlee-LEMON CUCUMBER,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,cucumber,3,9.48,Post-Transition Metal,0.034,0.03,Metalloid,1.05,3.31,Alkaline Earth Metal,0.01,0.00316,Alkaline Earth Metal,0.03,0.00949,Transitional Metal,0.04,0.019,Transitional Metal,5.72,1.81,Transitional Metal,0.22,0.0696,Transitional Metal,0.02,0.00633,Post-Transition Metal,36.92,11.7,Transitional Metal,4.79,1.52,Transitional Metal,040119601001,block_group
G31,GK31-Greenlee-PURSLANE,Greenlee,Leafy,2015-2016,,mg/kg,Purslane,45.2,91.82,Post-Transition Metal,0.052,0.03,Metalloid,156,315.79,Alkaline Earth Metal,0.01,0.00493,Alkaline Earth Metal,0.1,0.0493,Transitional Metal,0.15,0.0739,Transitional Metal,50.28,24.8,Transitional Metal,1.1,0.542,Transitional Metal,0.17,0.0837,Post-Transition Metal,101.59,50,Transitional Metal,22.61,11.1,Transitional Metal,040119601001,block_group
G31,GK31-Greenlee-SQUASH,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Squash ,389,1126.91,Post-Transition Metal,0.134,0.39,Metalloid,13.9,40.3,Alkaline Earth Metal,0.02,0.0069,Alkaline Earth Metal,0.06,0.0207,Transitional Metal,1.34,0.462,Transitional Metal,41.3,14.2,Transitional Metal,1.25,0.431,Transitional Metal,0.56,0.193,Post-Transition Metal,34.36,11.8,Transitional Metal,15.1,5.21,Transitional Metal,040119601001,block_group
G31,GK31-Greenlee-TOMATO,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Tomato,1.64,7.06,Post-Transition Metal,0.025,0.01,Metalloid,0.142,0.61,Alkaline Earth Metal,0.02,0.00464,Alkaline Earth Metal,0.1,0.0232,Transitional Metal,0.07,0.014,Transitional Metal,11.42,2.65,Transitional Metal,0.05,0.0116,Transitional Metal,0.04,0.00928,Post-Transition Metal,25.01,5.8,Transitional Metal,7.02,1.63,Transitional Metal,040119601001,block_group
G31,GK31-Greenlee-TOMATO LEAF,Greenlee,Leafy,2015-2016,,mg/kg,Tomato,33.1,64.83,Post-Transition Metal,0.054,0.05,Metalloid,3.86,7.56,Alkaline Earth Metal,0.01,0.0051,Alkaline Earth Metal,0.11,0.0561,Transitional Metal,0.16,0.0816,Transitional Metal,72.47,37,Transitional Metal,0.15,0.0765,Transitional Metal,0.05,0.0255,Post-Transition Metal,35.02,17.9,Transitional Metal,10.8,5.51,Transitional Metal,040119601001,block_group
G32,GK32-Greenlee-CHILE TEPQUIN,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,Chilies,3.76,5.23,Post-Transition Metal,0.076,0.02,Metalloid,1.1,1.53,Alkaline Earth Metal,0.01,0.00719,Alkaline Earth Metal,0.07,0.0504,Transitional Metal,0.24,0.173,Transitional Metal,5.37,3.86,Transitional Metal,0.31,0.223,Transitional Metal,0.01,0.0056,Post-Transition Metal,20.48,14.7,Transitional Metal,15.32,11,Transitional Metal,040119601001,block_group
G32,GK32-Greenlee-PEACH (WHITE),Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,peach,15.4,67.8,Post-Transition Metal,0.0409,0.18,Metalloid,0.277,1.22,Alkaline Earth Metal,0.01,0.00227,Alkaline Earth Metal,0.02,0.00455,Transitional Metal,0.33,0.075,Transitional Metal,7.56,1.72,Transitional Metal,0.62,0.141,Transitional Metal,0.07,0.0159,Post-Transition Metal,8.62,1.96,Transitional Metal,5.37,1.22,Transitional Metal,040119601001,block_group
G32,GK32-Greenlee-PEACH LEAF,Greenlee,Fruiting Vegetables,2015-2016,,mg/kg,peach leaf,66.8,86.16,Post-Transition Metal,0.364,0.47,Metalloid,27.3,35.2,Alkaline Earth Metal,0.01,0.00775,Alkaline Earth Metal,0.04,0.031,Transitional Metal,0.14,0.109,Transitional Metal,32.52,25.2,Transitional Metal,0.36,0.279,Transitional Metal,0.1,0.0775,Post-Transition Metal,10.87,8.43,Transitional Metal,6.21,4.81,Transitional Metal,040119601001,block_group
G35,GK35-Greenlee-BABY GREEN BEAN,Greenlee,Legumes,2015-2016,,mg/kg,green beans,4.28,42.75,Post-Transition Metal,0.011,0.04,Metalloid,0.304,3.04,Alkaline Earth Metal,0,0.00041,Alkaline Earth Metal,0.01,0.001,Transitional Metal,0.1,0.01,Transitional Metal,12.37,1.24,Transitional Metal,6.89,0.689,Transitional Metal,0.08,0.008,Post-Transition Metal,143.2,14.3,Transitional Metal,21.47,2.15,Transitional Metal,040119602002,block_group
